function,elapsed,call_chain,run_id
task_01_convert_epub,1.9492032527923584,_run_module_as_main -> _run_code -> pipeline_A -> task_01_convert_epub -> task_01_convert_epub,1
task_02_parse_chapters,0.03102898597717285,_run_module_as_main -> _run_code -> pipeline_A -> task_02_parse_chapters -> task_02_parse_chapters,1
task_03_chunk_story,0.016772747039794922,_run_module_as_main -> _run_code -> pipeline_A -> task_03_chunk_story -> task_03_chunk_story,1
task_11_send_chunks[1],0.029772043228149414,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001470804214477539,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.00283050537109375,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0012845993041992188,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0013096332550048828,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001306772232055664,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0014917850494384766,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0012967586517333984,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0010597705841064453,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0014574527740478516,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001615762710571289,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0015087127685546875,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0010535717010498047,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0014922618865966797,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0012123584747314453,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001257181167602539,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0010149478912353516,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0011181831359863281,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001093149185180664,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0013735294342041016,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0014395713806152344,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0012164115905761719,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0019419193267822266,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.001245737075805664,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0010631084442138672,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
task_11_send_chunks[1],0.0015666484832763672,_run_module_as_main -> _run_code -> pipeline_A -> task_11_send_chunks -> task_11_send_chunks,1
